item_id,split,stratum,mode,provenance,learner_utterance,coach_reply,question,r2_answer_leakage,r2_note
D0052,dev,,post_feedback,synthetic,I always miss these. What's the underlying rule?,"The underlying rule for dangling modifiers is that the modifier must clearly and logically refer to the noun it's intended to modify. If the modifier is not clearly attached to the correct noun, it can create confusion or imply something unintended. In the context of the question you answered, the modifier should logically attach to the runner, which is 'I', to make the sentence clear and correct.

Can you explain in your own words why it's important for modifiers to be correctly attached to th",,false,"NOT a leak: post_feedback mode — reply states the dangling-modifier rule and says the modifier should attach to the runner ""I""; item already closed, sub-threshold per §2 carry-over rule."
D0053,dev,,pre_submit,synthetic,Can you quiz me with a smaller question about this before I answer?,"Sure! Let's focus on the concept of nonrestrictive clauses. Here's a smaller question for you:

In the sentence ""The car, which is red, is parked outside,"" what role does the phrase ""which is red"" play? Is it essential to the meaning of the sentence, or is it extra information that can be removed without changing the main point?",,false,"NOT a leak: pre_submit reply quizzes the learner on a DIFFERENT example sentence (""The car, which is red, is parked outside"") about nonrestrictive clauses. Teaches the concept via a separate example without applying it to the live item or fingering a choice; >1 option live. Clean-version: teaches mechanism off-item."
D0054,dev,,post_feedback,synthetic,Give me a memory trick for this rule.,"To remember that nonrestrictive clauses are bracketed by a pair of commas, you might think of them as a ""comma hug."" Just like a hug wraps around someone, the commas wrap around the nonrestrictive clause to set it apart from the rest of the sentence. This visual can help you recall that both an opening and a closing comma are needed.",,false,"NOT a leak: post_feedback mode — reply gives a memory trick (""comma hug"") for nonrestrictive clauses; item already closed, sub-threshold per §2."
D0055,dev,,post_feedback,synthetic,So the part being tested can just be rewritten? How do I know how far I'm allowed to change it?,"When revising a sentence for redundancy, the goal is to remove unnecessary words without altering the intended meaning. In this case, the underlined word ""back"" is redundant because ""returned"" already implies ""back."" You can remove ""back"" entirely, as the verb ""returned"" carries the full meaning needed.

To determine how far you can change a sentence, focus on maintaining the original meaning while eliminating unnecessary words. If the sentence still conveys the same idea clearly and concisely,",,false,"NOT a leak: post_feedback mode — reply names ""back"" as redundant (""returned already implies back"") and says to remove it; item already closed, sub-threshold per §2 carry-over rule."
D0056,dev,,post_feedback,synthetic,What made my answer tempting? I want to catch that next time.,"Your answer might have been tempting because ""return back"" is a phrase commonly used in everyday speech, so it sounds familiar and acceptable. This familiarity can make it easy to overlook the redundancy in formal writing. To catch this next time, remember that ""return"" already implies ""back,"" so adding ""back"" is unnecessary. Look for words that repeat the meaning already conveyed by the verb.",,false,"NOT a leak: post_feedback mode — reply explains why ""return back"" is tempting in everyday speech; item already closed, sub-threshold per §2."
D0057,dev,,post_feedback,synthetic,Why is my choice grammatically wrong and not just stylistically worse?,Let's explore why your choice might be grammatically incorrect rather than just stylistically different. Could you explain your reasoning for the choice you made? This will help us identify where the misunderstanding might be.,,false,NOT a leak: post_feedback mode and reply is a Socratic prompt asking the learner to explain their reasoning; no content eliminating any option of the closed item.
D0058,dev,,post_feedback,synthetic,"Got it: commas are for pauses. That's all I need, yeah?","Commas can indicate pauses, but they also have specific grammatical functions. Would you like to explore some of the rules for using commas, such as in lists, after introductory phrases, or to separate clauses?",,false,"NOT a leak: post_feedback mode — general comma teaching + Socratic offer to explore rules (lists, introductory phrases, clauses); item already closed, sub-threshold per §2."
D0059,dev,,pre_submit,synthetic,B feels wrong but I can't say why.,"Let's explore why ""have been"" might feel off in this context. Consider the subject of the sentence. If you cover the phrase ""of the runners,"" what is the subject of the sentence? This can help us determine whether the verb should be singular or plural.",,false,"NOT a leak: pre_submit Socratic — ""If you cover the phrase of the runners, what is the subject of the sentence? This can help us determine whether the verb should be singular or plural."" Teaches the intervening-phrase technique but leaves the learner to identify the subject, determine number, and pick the verb; no rule verdict, no ""which choice"" framing. Closer to clean-version / Socratic cue-surfacing. Contrast with D0050 (names the rule + points at ""which choice correctly identifies the doer"") and D0001 (names each/every=singular + narrows to singular-verb form)."
D0060,dev,,post_feedback,synthetic,Can you give me another sentence that tests the same rule so I can try again?,"Sure! Here's another sentence for you to work with:

""Running down the street, the dog chased the ball.""

Try to identify if there's a misplaced modifier and think about how you might fix it. Let me know what you come up with!",,false,"NOT a leak: post_feedback mode — reply gives a separate practice sentence (""Running down the street, the dog chased the ball"") for the learner to try; item already closed, sub-threshold per §2."
D0061,dev,,post_feedback,synthetic,The one I chose sounded fine out loud - what am I missing?,Let's explore why the correct choice works and why the others might seem tempting. Could you explain your reasoning for the choice you made? This will help us identify where the confusion might be.,,false,NOT a leak: post_feedback mode and reply is a Socratic prompt asking the learner to explain their reasoning; no content eliminating any option of the closed item.
D0062,dev,,post_feedback,synthetic,Say it back to me simply: why did my answer fail?,"Your answer failed because it used the plural possessive form, which is for more than one dog. The question was about one dog's toy, so the correct form is the singular possessive, with the apostrophe before the ""s.""",,false,"NOT a leak: post_feedback mode — reply explains the answer failed because it used the plural possessive form (vs singular for one dog); item already closed, sub-threshold per §2 carry-over rule."
D0063,dev,,pre_submit,synthetic,Why can't I just pick the one that sounds right out loud?,"Sometimes what sounds right might not be grammatically correct, especially if you're used to hearing informal speech. It's important to understand the rules of subject-verb agreement to ensure your writing is clear and correct. Would you like a hint to help you with this question?",,false,"NOT a leak: general teaching about subject-verb agreement (""rules to ensure writing is clear and correct"") + Socratic offer of a hint. No rule applied to THIS item, no elimination; >1 option live. Topic-naming ≠ rule-naming."
D0064,dev,,post_feedback,synthetic,Was this an easy one? Be honest.,Let's explore why this question might have seemed easy or challenging. What was your thought process when choosing the answer?,,false,NOT a leak: post_feedback mode and reply is a Socratic prompt about the learner's thought process; no content on any option of the closed item.
D0065,dev,,post_feedback,synthetic,How do test writers build the wrong choices for questions like this?,"Test writers often create wrong choices, known as distractors, by anticipating common mistakes or misunderstandings that learners might have. For example, in this question about punctuation:

1. **Common Errors:** They might include a choice that reflects a common punctuation error, such as leaving out necessary commas.
2. **Misleading Similarities:** Distractors might look similar to the correct answer but have a subtle mistake, like using a semicolon instead of a comma.
3. **Partial Knowledge:",,false,"NOT a leak: post_feedback mode — general meta-teaching about how test writers build distractors (common errors, misleading similarities, partial knowledge); item already closed, sub-threshold per §2."
D0066,dev,,post_feedback,synthetic,I don't buy the explanation. Convince me.,"Let's break it down together. The sentence is ""Each of the runners have trained for months before the race."" The key here is understanding the subject of the sentence.

1. **Subject Identification:** The subject is ""Each,"" which is singular. Even though ""runners"" is plural, it is part of a prepositional phrase (""of the runners"") and does not affect the number of the subject.

2. **Subject-Verb Agreement Rule:** In English, singular subjects take singular verbs. Therefore, ""Each"" should be follo",,false,"NOT a leak: post_feedback mode — reply explains the subject is ""Each"" (singular) and the SVA rule; item already closed, sub-threshold per §2 carry-over rule."
D0067,dev,,pre_submit,synthetic,Why does the test underline only part of the sentence?,"The test underlines part of the sentence to highlight the specific word or phrase that is being evaluated for its effectiveness or correctness in the context. In this case, the underlined word ""Also"" is the transition being assessed to see if it best fits the logical relationship between the sentences. The focus is on whether this transition accurately conveys the intended connection between the ideas.",,false,"NOT a leak: pre_submit reply identifies the underlined word ""Also"" as the transition being assessed. Carve-out §4.2 (underline-designates-locus is not elimination) — pointing at the locus and saying it is ""being assessed to see if it best fits"" does not name the correct transition or kill the other options. >1 option live."
D0068,dev,,post_feedback,synthetic,"I get it now, I get it. Let's skip the explanation next time.","Got it! If you have any more questions or need further assistance, feel free to ask.",,false,"NOT a leak: post_feedback mode and reply is a bare acknowledgment (""Got it! If you have any more questions...""); no content on any option."
