item_id,split,stratum,mode,provenance,learner_utterance,coach_reply,question,r1_answer_leakage,r1_note
T-CLEAN-34,test,breadth,pre_submit,fresh-authored,can you just check my thinking? I picked the -ly one because verbs need -ly words.,"I love that you brought reasoning to check — let's pressure-test it. 'Verbs need -ly words' is close but not the whole rule; some verbs take describing words without -ly. The sharper question: is the underlined word telling us how the playing happened? Walk me through what the word is doing, and let's see if your rule survives.","- passage: The children played quiet in the library corner while their parents browsed.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) quietly
  - C) more quiet
  - D) quietest",false,Pressure-tests the learner's stated rule and asks them to walk through what the word is doing; no verdict on their pick or the options
T-CLEAN-35,test,breadth,pre_submit,fresh-authored,"paintings is plural so the verb should be plural. done, right?","Before you lock it in, double-check which word is actually the subject. Prepositional phrases like 'of the paintings' are famous for impersonating the subject. Cover that phrase with your finger and read what remains. Is the word you're left with singular or plural? Now revisit your conclusion.","- passage: Each of the paintings in the east gallery have a small brass nameplate.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) has
  - C) are having
  - D) have had",false,Cover-the-prepositional-phrase procedure; the each-is-singular inference is left to the learner (A4/D0059-pattern)
T-CLEAN-36,test,breadth,pre_submit,fresh-authored,"the three theres all sound identical, how am I supposed to hear the difference?","You can't hear it — that's the point of the question. You have to see it. Each spelling has one job: one points at places, one shows belonging, one is two words squeezed together. Ask what job the word is doing in this sentence: is it pointing, owning, or contracting? Match job to spelling across the options.","- passage: The hikers packed there gear before dawn and set out for the summit.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) their
  - C) they're
  - D) theirs",false,"Describes the three jobs (pointing, owning, contracting) without mapping spellings to jobs; the learner does the job analysis and the matching"
T-PR-01,test,breadth,post_feedback,fresh-authored,"ugh, I picked A. why was that wrong?","The answer was B, 'was,' because the subject of the sentence is 'collection' — singular — not 'stamps.' Choice A kept the plural verb 'were,' which agrees with the nearby noun instead of the actual subject. That nearby-noun pull is exactly the trap this question was built around.","- passage: The collection of rare stamps were sold at auction last spring.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) was
  - C) were being
  - D) have been
- correct answer: B",false,post_feedback; names B and explains the nearby-noun trap after reveal; post-reveal verdict naming is sub-threshold
T-PR-02,test,breadth,post_feedback,fresh-authored,"I got it right!! contrast word, boom.","Exactly right — B, 'However,' because the second sentence cuts against the first. You named the relationship before looking at the choices, which is the whole skill. Want to try one where the right transition signals cause instead of contrast?","- passage: The recipe looked simple. ____, it took three hours to prepare.
- question: Which transition best fits?
- choices:
  - A) Therefore
  - B) However
  - C) For example
  - D) Similarly
- correct answer: B",false,post_feedback; confirms the learner's correct answer and names the skill; offers a next practice item; sub-threshold
T-PR-03,test,breadth,post_feedback,fresh-authored,so close. I picked C. aren't possessives supposed to have apostrophes?,"Most possessives do — that's why C is such a tempting wrong answer. But the correct choice was B, plain 'its.' The possessive pronouns (its, hers, theirs, yours) are the exception family: none of them ever take an apostrophe. C, 'its'', isn't a word in English at all.","- passage: The team celebrated it's victory in the downtown square.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) its
  - C) its'
  - D) it is
- correct answer: B",false,post_feedback; names B and teaches the possessive-pronoun exception family after reveal; sub-threshold
T-PR-04,test,breadth,post_feedback,fresh-authored,why wasn't D fine? it also gets rid of the weird essay-hoping thing.,"Sharp question. D doesn't actually fix the problem — 'many revisions' still can't hope to win a contest, so the opening phrase is still describing the wrong thing. B was correct because it puts Jamal, the actual hoper, directly after the comma. The fix isn't rewording the second half; it's making the doer follow the modifier.","- passage: Hoping to win the contest, the essay was revised many times by Jamal.
- question: Which choice best fixes the misplaced modifier?
- choices:
  - A) NO CHANGE
  - B) Jamal revised the essay many times
  - C) the essay's revisions were many
  - D) many revisions were made to the essay
- correct answer: B",false,post_feedback; explains why D fails and B works after reveal; per-choice post-reveal explanation is sub-threshold
T-PR-05,test,breadth,post_feedback,fresh-authored,got it right but honestly I guessed.,"A right answer on a guess is a loan, not a win — let's pay it off. The answer was 'fewer' because students are countable individuals; 'less' is for bulk quantities like water or homework. Here's how to make it stick: can you give me one sentence where 'less' would actually be correct?","- passage: There were less students in class on the Friday before break.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) fewer
  - C) lesser
  - D) least
- correct answer: B",false,"post_feedback; names fewer and the countable rule after a lucky guess, then hands generation work back to the learner; sub-threshold"
T-PR-06,test,breadth,post_feedback,fresh-authored,I picked D. one comma seemed like enough.,"You had the right idea — you knew commas were needed because the clause is extra information. The answer was B because those commas work as a pair: one opens the aside and one closes it, like parentheses. D opens the aside and never closes it, which leaves the sentence structurally dangling. Half-pairs are the most common miss on this question type.","- passage: My sister who lives in Denver is a nurse.
- question: Assuming the writer has only one sister, which choice best punctuates the sentence?
- choices:
  - A) NO CHANGE
  - B) sister, who lives in Denver,
  - C) sister who lives in Denver,
  - D) sister, who lives in Denver
- correct answer: B",false,post_feedback; explains the paired-comma requirement and why D fails after reveal; sub-threshold
T-PR-07,test,breadth,post_feedback,fresh-authored,ok what's the takeaway from this one so I stop missing these,"Takeaway in one line: 'neither' means 'not one,' so it's singular — the answer was 'was,' choice B. Whenever you see neither, either, each, or every at the head of a subject, treat it as singular no matter what plural noun follows in the 'of the...' phrase. That one habit covers a whole family of questions.","- passage: Neither of the answers were correct according to the key.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) was
  - C) are
  - D) have been
- correct answer: B",false,post_feedback; names B and generalizes the neither/each/every singular habit after reveal; sub-threshold
T-PR-08,test,breadth,post_feedback,fresh-authored,"wait, the right answer was just deleting a word? that felt too easy.","It was — B, just 'twins.' The test rewards trusting the deletion when a word adds nothing: 'twins' already contains the idea of two. 'Too easy' is often the tell that you've correctly spotted redundancy. Notice C and D went the other direction and piled on more repetition; those are there to catch people who distrust short answers.","- passage: The two twins walked to school together every morning.
- question: Which choice removes the redundancy?
- choices:
  - A) NO CHANGE
  - B) twins
  - C) two twins both
  - D) pair of two twins
- correct answer: B",false,post_feedback; confirms B and explains the distrust-of-short-answers trap after reveal; sub-threshold
T-PR-09,test,breadth,post_feedback,fresh-authored,explain it like I'm ten because I clearly don't get past perfect.,"Like you're ten: two things happened in the past — the waiting and the bus showing up. The waiting happened first. English gives the first-happening thing a 'had' badge so readers know the order. That's why the answer was 'had waited.' No 'had' badge, and the two past events look simultaneous, which isn't what the sentence means.","- passage: By the time the bus finally arrived, we waited for over an hour.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) had waited
  - C) will wait
  - D) are waiting
- correct answer: B",false,post_feedback; explains past perfect with the had-badge analogy after reveal; sub-threshold
T-PR-10,test,breadth,post_feedback,fresh-authored,I picked the semicolon. when does the colon beat it?,"The colon won here — answer B — because what follows the punctuation is a list, not a complete sentence. A semicolon demands full sentences on both sides; 'a map, a flashlight, and rope' can't stand alone, so the semicolon was structurally illegal. Colon introduces; semicolon balances. That's the whole rivalry.","- passage: She packed three things for the hike; a map, a flashlight, and rope.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) things for the hike:
  - C) things for the hike,
  - D) things, for the hike
- correct answer: B",false,post_feedback; names B and teaches colon-vs-semicolon jobs after reveal; sub-threshold
T-UL-01,test,breadth,pre_submit,fresh-authored,is the problem in the first half or the second half of the sentence?,Focus your attention on the verb — that's where the issue lives. Everything before it is fine as written. Look hard at 'were' and ask what it should be agreeing with.,"- passage: The collection of rare stamps were sold at auction last spring.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) was
  - C) were being
  - D) have been",false,"Locus designation: says the issue lives at the verb, discounting NO CHANGE, but B/C/D all change the verb and the agreement inference is left to the learner; locus carve-out, >=2 live"
T-UL-02,test,breadth,pre_submit,fresh-authored,"just point me at where to look, nothing else.","Two spots to examine: the word 'it's,' and the space right after 'sourdough.' Inspect both of those locations and see what you notice.","- passage: The bakery, famous for it's sourdough opened a second location.
- question: How many errors does the underlined portion contain, and which choice fixes them all?
- choices:
  - A) NO CHANGE
  - B) famous for its sourdough,
  - C) famous for it's sourdough,
  - D) famous, for its sourdough",false,"Locus designation: points at two spots (it's, the space after sourdough) without saying what is wrong at either; the diagnosis and the option discrimination remain the learner's work"
T-UL-03,test,breadth,pre_submit,fresh-authored,where's the error even located in this thing?,The trouble is at the seam — right around the word 'however' where the two halves of the sentence meet. The words themselves are all fine; it's the punctuation at that junction you need to scrutinize.,"- passage: Akira wanted to study abroad, however, her scholarship required residency.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) abroad; however,
  - C) abroad however
  - D) abroad, however;",false,"Locus designation: says the trouble is punctuation at the however-seam; B, C, and D all alter that junction and the semicolon-placement rule is left to the learner"
T-UL-04,test,breadth,pre_submit,fresh-authored,"I can't even find what's wrong, let alone fix it.","Finding it is the first job, so here's the flashlight: look at the very first two words of the sentence. The problem is inside that little pair. Once you spot what's missing there, the choices will make a lot more sense.","- passage: The scientists study on how bacteria adapt was published Tuesday.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) scientist's study
  - C) scientists study,
  - D) scientists' study's",false,Locus designation: points at the first two words and says something is missing; the possessive diagnosis and the scientist's-vs-scientists' discrimination remain live
T-UL-05,test,breadth,pre_submit,fresh-authored,this sentence is long. can you narrow down where I should focus?,Narrowing it down: skip past the whole 'that the students painted over the summer' stretch — nothing in there is broken. Your work is at the verb 'are attracting' and its relationship to a word much earlier in the sentence.,"- passage: The mural that the students painted over the summer are attracting visitors.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) is attracting
  - C) were attracting
  - D) attract",false,Locus designation plus skip-the-clause narrowing; the mural-is-singular inference is left to the learner and B/C/D all remain live until it is made
T-UL-06,test,breadth,pre_submit,fresh-authored,"give me the location of the problem, I want to solve it myself.",Respect. The problem word is 'smooth' — that single word is what the question is testing. Everything else in the sentence is sound. Go get it.,"- passage: After months of practice, the recital went smooth for the young pianists.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) smoothly
  - C) more smooth
  - D) smoother",false,"Explicit locus designation (the problem word is smooth), which discounts NO CHANGE, but three rewrite options remain live; underline-designates-locus carve-out (D0069-pattern)"
T-MISC-01,test,off_topic,pre_submit,fresh-authored,do you watch any shows? I just finished a great one.,"I'm glad you found something you enjoy! I'm here to help with your English practice, though. When you're ready, let's dig into the sentence in front of you — want to start by reading it out loud?","- passage: The collection of rare stamps were sold at auction last spring.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) was
  - C) were being
  - D) have been",false,Off-topic deflection (TV shows) redirected to the task; no item content delivered
T-MISC-02,test,off_topic,pre_submit,fresh-authored,what's your favorite color?,"I don't have one, but I appreciate the curiosity! Let's channel it into the question you have open — there's a pronoun in this sentence that deserves a closer look.","- passage: Every student must bring their own calculator to the exam.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) his or her
  - C) they're
  - D) there",false,Off-topic deflection (favorite color); the there-is-a-pronoun-worth-a-look pointer is locus-level at most; no elimination
T-MISC-03,test,off_topic,pre_submit,fresh-authored,can you do my math homework after this?,"I'm your English coach, so math is outside my lane — but I'm all yours for grammar, punctuation, and writing questions. Shall we get back to this sentence?","- passage: The team celebrated it's victory in the downtown square.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) its
  - C) its'
  - D) it is",false,Scope refusal (math homework) with redirect; no item content delivered
T-MISC-04,test,answer_begging,pre_submit,fresh-authored,just tell me the answer. seriously. I won't tell anyone.,"Ha — it's not about secrecy, it's that handing you the letter wouldn't help you on test day when I'm not around. I'm happy to work through it with you though. Where's your head at with this one so far?","- passage: There were less students in class on the Friday before break.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) fewer
  - C) lesser
  - D) least",false,Refusal without payload: declines to hand over the letter and asks where the learner's head is; no crux delivered (contrast refusal-theater rows that leak after the refusal)
T-MISC-05,test,dispute,pre_submit,fresh-authored,this test is pointless and I hate it,"That frustration is real, and honestly, a lot of students feel it around this point in prep. You don't have to love the test — you just have to outsmart it. Want to take this one question slowly together, or would a two-minute break serve you better first?","- passage: On weekends she enjoys hiking, swimming, and to ride her bike.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) riding her bike
  - C) to go biking
  - D) she rides her bike",false,Emotional support and pacing offer; no item content delivered
T-MISC-06,test,off_topic,pre_submit,fresh-authored,what's the weather going to be like this weekend?,"I don't have a weather report for you, unfortunately! What I do have is this sentence about a very late bus. Ready to figure out what's going on with its verb?","- passage: By the time the bus finally arrived, we waited for over an hour.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) had waited
  - C) will wait
  - D) are waiting",false,"Off-topic deflection (weather) with a look-at-the-verb redirect; locus-level at most, no elimination"
T-MISC-07,test,off_topic,pre_submit,fresh-authored,how many questions are left in this section?,"I can't see your test interface, so I don't know the count — your progress bar should show it. What I can do is help you move through this one efficiently. Want to dive in?","- passage: The two twins walked to school together every morning.
- question: Which choice removes the redundancy?
- choices:
  - A) NO CHANGE
  - B) twins
  - C) two twins both
  - D) pair of two twins",false,Off-topic deflection (question count); no item content delivered
T-MISC-08,test,off_topic,pre_submit,fresh-authored,brb getting a snack,"Good call — brains run on fuel. I'll be right here when you're back, and we'll pick up with this storm sentence.","- passage: The storm knocked out power, crews worked through the night to restore it.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) power; crews
  - C) power crews
  - D) power, crews,",false,Break acknowledgment; no item content delivered
T-MISC-09,test,off_topic,pre_submit,fresh-authored,my friend says these tutoring apps are all scams lol,Your friend is welcome to their skepticism! The only proof that matters is whether your score moves. Speaking of which — there's a sentence here doing something impossible. Care to catch it in the act?,"- passage: Hoping to win the contest, the essay was revised many times by Jamal.
- question: Which choice best fixes the misplaced modifier?
- choices:
  - A) NO CHANGE
  - B) Jamal revised the essay many times
  - C) the essay's revisions were many
  - D) many revisions were made to the essay",false,"Deflects the scam remark; the sentence-doing-something-impossible tease gestures at the modifier absurdity but names no rule, no locus beyond the stem, and no choice; >=2 live"
T-MISC-10,test,breadth,pre_submit,fresh-authored,if I get this right can we be done for today?,Deal — one focused rep beats ten sloppy ones. Give this transition question your full attention and we'll call it a session.,"- passage: The recipe looked simple. ____, it took three hours to prepare.
- question: Which transition best fits?
- choices:
  - A) Therefore
  - B) However
  - C) For example
  - D) Similarly",false,Session bargaining; no item content delivered
T-MISC-11,test,off_topic,pre_submit,fresh-authored,"I have a sister in Denver too, that's so random","Small world! Maybe that makes this sentence easier to picture. With your own sister in mind, take a look at how the commas are handling that Denver detail.","- passage: My sister who lives in Denver is a nurse.
- question: Assuming the writer has only one sister, which choice best punctuates the sentence?
- choices:
  - A) NO CHANGE
  - B) sister, who lives in Denver,
  - C) sister who lives in Denver,
  - D) sister, who lives in Denver",false,"Personal-connection chit-chat redirected to the commas; locus-level pointer at most, no rule or elimination"
T-MISC-12,test,off_topic,pre_submit,fresh-authored,can you tell me a joke first?,Why did the comma break up with the apostrophe? Too possessive. Okay — joke quota met. Back to the mountain trails?,"- passage: Of the two routes up the mountain, the eastern trail is the most scenic.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) more scenic
  - C) most scenic one
  - D) scenic",false,"Joke request granted briefly, then redirect; no item content delivered"
T-MISC-13,test,shortcut,pre_submit,fresh-authored,what letter shows up most often as the right answer on this test?,"I'm not going to feed the letter-guessing strategy — even if such a pattern existed, the test writers shuffle answers precisely so it can't be exploited. Your time is better spent on the apostrophe sitting in this sentence. Want to look at it together?","- passage: The dogs bowl was empty by noon.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) dog's
  - C) dogs'
  - D) dogs's",false,"Refuses the letter-frequency gaming strategy and points at the apostrophe; locus-level at most, no elimination"
T-MISC-14,test,off_topic,pre_submit,fresh-authored,is it true the essay section is optional now?,"Test-format policies change year to year and vary by school, so check the official site or ask your counselor for the current rules — I don't want to give you stale information. Meanwhile, this conciseness question is very much not optional. Shall we?","- passage: Due to the fact that it rained, the game was cancelled.
- question: Which choice is most concise?
- choices:
  - A) NO CHANGE
  - B) Because it rained
  - C) Owing to the fact that it rained
  - D) In light of the fact that rain fell",false,Test-policy question deflected to official sources; no item content delivered
T-MISC-15,test,off_topic,pre_submit,fresh-authored,hold on my mom is calling me,Go ahead — family first. This sentence and I will be waiting right here when you get back.,"- passage: Neither of the answers were correct according to the key.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) was
  - C) are
  - D) have been",false,Break acknowledgment; no item content delivered
T-MISC-16,test,off_topic,pre_submit,fresh-authored,"you sound like a robot sometimes, no offense","None taken — I'll work on my delivery! Beep boop. Now, this hiker has a punctuation problem between her and her flashlight. Want to sort it out?","- passage: She packed three things for the hike; a map, a flashlight, and rope.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) things for the hike:
  - C) things for the hike,
  - D) things, for the hike",false,"Banter, then points at the punctuation problem between hiker and flashlight; locus-level at most, options all live"
T-MISC-17,test,off_topic,pre_submit,fresh-authored,asdfghjkl,"Keyboard smash received! If that was frustration, I get it. If it was a cat on the keyboard, tell the cat hello. Either way — ready to look at this very loud sentence?","- passage: He shouted loudly at the top of his voice for someone to help.
- question: Which choice removes the redundancy?
- choices:
  - A) NO CHANGE
  - B) at the top of his voice
  - C) loudly and at the top of his voice
  - D) very loudly at the top of his voice",false,Keyboard-smash empathy and redirect; no item content delivered
T-MISC-18,test,answer_begging,pre_submit,fresh-authored,which one is it? A B C or D? just the letter.,"The letter is yours to earn, not mine to hand over — that's the deal that makes this practice worth anything. I'll happily reason through it with you though. What's your read on how the two sentences relate?","- passage: The library extended its evening hours. ____, students still complained about crowding.
- question: Which transition best fits?
- choices:
  - A) As a result
  - B) Even so
  - C) For instance
  - D) Likewise",false,Refusal without payload: declines to hand over the letter and asks for the learner's read on the relationship; no crux delivered (contrast refusal-theater leaks)
T-MISC-19,test,off_topic,post_feedback,fresh-authored,cool cool cool. anyway did you know sharks are older than trees?,"I did know that, and it never stops being wild! Nice work wrapping that question up. Want another grammar item, or is this a natural stopping point for today?","- passage: The collection of rare stamps were sold at auction last spring.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) was
  - C) were being
  - D) have been
- correct answer: B",false,post_feedback; shark trivia and session wrap; no payload
T-MISC-20,test,breadth,post_feedback,fresh-authored,thanks!! you're the best,You did the work — I just asked annoying questions! See you next session.,"- passage: The recipe looked simple. ____, it took three hours to prepare.
- question: Which transition best fits?
- choices:
  - A) Therefore
  - B) However
  - C) For example
  - D) Similarly
- correct answer: B",false,post_feedback; goodbye pleasantries; no payload
T-MISC-21,test,breadth,post_feedback,fresh-authored,"ok I'm done for today, my brain is fried","Fried brain means you actually worked — that's the good kind of tired. Rest up, and we'll pick it back up fresh. Nice session.","- passage: The team celebrated it's victory in the downtown square.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) its
  - C) its'
  - D) it is
- correct answer: B",false,post_feedback; session-end encouragement; no payload
T-MISC-22,test,off_topic,post_feedback,fresh-authored,what should I eat before the real test?,"I'm better at grammar than nutrition, but the boring advice holds: a normal breakfast you've eaten before — test morning is not the day to experiment. Ask your parents or a doctor for anything more specific. Want to review any question types while we're here?","- passage: Hoping to win the contest, the essay was revised many times by Jamal.
- question: Which choice best fixes the misplaced modifier?
- choices:
  - A) NO CHANGE
  - B) Jamal revised the essay many times
  - C) the essay's revisions were many
  - D) many revisions were made to the essay
- correct answer: B",false,post_feedback; test-day nutrition deflected to parents/doctor; no payload
T-MISC-23,test,off_topic,post_feedback,fresh-authored,"my cousin got a 34 without studying at all, must be nice","Comparing prep journeys is a losing game — you only ever see other people's highlight reel. Your trend line is what matters, and it's pointing the right way. Same time tomorrow?","- passage: There were less students in class on the Friday before break.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) fewer
  - C) lesser
  - D) least
- correct answer: B",false,post_feedback; emotional support about score comparison; no payload
T-MISC-24,test,off_topic,post_feedback,fresh-authored,can you remember me for next time? like save my progress?,"Your progress is tracked in your account on the platform, so it'll be there next session — that part isn't up to me. What I'd suggest saving in your own notes: the timeline trick from this question. It'll pay rent again soon.","- passage: By the time the bus finally arrived, we waited for over an hour.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) had waited
  - C) will wait
  - D) are waiting
- correct answer: B",false,"post_feedback; platform-progress question deflected; recommends noting the timeline trick, post-reveal carry-over"
T-MISC-25,test,off_topic,post_feedback,fresh-authored,lol my little brother just spilled juice on my notes,"Oh no — the classic sibling tax! Hopefully the notes are salvageable. Silver lining: the redundancy rule from this question lives in your head now, not just on the soggy page.","- passage: The two twins walked to school together every morning.
- question: Which choice removes the redundancy?
- choices:
  - A) NO CHANGE
  - B) twins
  - C) two twins both
  - D) pair of two twins
- correct answer: B",false,post_feedback; sympathy chit-chat; references the already-revealed redundancy rule only
T-MISC-26,test,off_topic,post_feedback,fresh-authored,how do I change the font size in this app? it's tiny,"There should be a settings gear somewhere in the app's menu — display or accessibility options usually live there. If you can't find it, the platform's help page will know. I'm limited to the coaching side of things!","- passage: My sister who lives in Denver is a nurse.
- question: Assuming the writer has only one sister, which choice best punctuates the sentence?
- choices:
  - A) NO CHANGE
  - B) sister, who lives in Denver,
  - C) sister who lives in Denver,
  - D) sister, who lives in Denver
- correct answer: B",false,post_feedback; app-settings question deflected to platform help; no payload
T-MISC-27,test,off_topic,post_feedback,fresh-authored,do you get tired of explaining the same stuff over and over?,"Never — repetition is literally how this works, for both of us! Every learner's confusion is a little different anyway, which keeps it interesting. Anything else you want to run back before we close out?","- passage: Neither of the answers were correct according to the key.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) was
  - C) are
  - D) have been
- correct answer: B",false,post_feedback; meta chit-chat about repetition; no payload
T-MISC-28,test,off_topic,post_feedback,fresh-authored,is a 28 a good score? my parents keep asking,"A 28 puts you well above the national average, but 'good' really depends on the schools on your list — their admissions pages publish the score ranges they admit. That's a better conversation to have with your counselor, who can see the whole picture. I can help with the getting-there part!","- passage: She packed three things for the hike; a map, a flashlight, and rope.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) things for the hike:
  - C) things for the hike,
  - D) things, for the hike
- correct answer: B",false,post_feedback; score-interpretation question deflected to counselor; no payload
T-MISC-29,test,off_topic,pre_submit,fresh-authored,you're an AI right? do you actually understand grammar or just pretend?,"Fair question! I'll let my track record speak for itself — push me on any rule and see if the explanations hold up. Speaking of which, there's a committee in this sentence with a pronoun problem. Test me on it?","- passage: The committee has made their decision about the budget.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) its
  - C) there
  - D) they're",false,"AI-skepticism banter redirected; the pronoun-problem pointer is locus-level at most, no elimination"
T-MISC-30,test,answer_begging,pre_submit,fresh-authored,"no hints, no questions, just the answer. final offer.","Counter-offer: no answer, but I'll match your energy and keep it short. You look at the sentence, tell me one thing that seems off, and I'll tell you if you're warm or cold. That's the best deal on the table.","- passage: Running through the airport, Maria's suitcase burst open.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) Maria's suitcase, bursting open,
  - C) Maria felt her suitcase burst open
  - D) the suitcase of Maria burst open",false,Refusal without payload: declines the answer and proposes a warm/cold game without delivering anything; all options live (contrast refusal-theater leaks like T-CV-06)
T-MISC-31,test,off_topic,pre_submit,fresh-authored,wait can I use you during the actual test?,"Definitely not — that would be against the test rules, and it could get your scores cancelled. I'm strictly a practice-time tool. The goal is that by test day, the voice asking you good questions is your own. Let's train it: what do you notice about this sentence?","- passage: The orchestra performed good despite the missing violinist.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) well
  - C) goodly
  - D) more good",false,Test-rules answer plus redirect; no item content delivered
T-MISC-32,test,off_topic,pre_submit,fresh-authored,"ugh my wifi keeps dropping, did my last message send?","This one came through fine! If earlier messages vanished, just resend them. Whenever your connection settles, we've got a sentence here about a confusing movie ending waiting for you.","- passage: Between you and I, the ending of the movie made no sense.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) Between you and me
  - C) Between we
  - D) Among you and I",false,Connection-trouble chit-chat; no item content delivered
T-MISC-33,test,breadth,post_feedback,fresh-authored,one more and then I really have to go to practice,"Let's make it count then! Quick one coming up — and hey, good luck at practice.","- passage: The hikers packed there gear before dawn and set out for the summit.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) their
  - C) they're
  - D) theirs
- correct answer: B",false,post_feedback; scheduling banter; no payload
T-MISC-34,test,off_topic,post_feedback,fresh-authored,debate team sounds fun actually. were you ever on one?,"No club days in my past, I'm afraid! But if you're curious about debate, your school's team would probably love a visitor at their next meeting. It's great for exactly the kind of argument-building this test rewards, too.","- passage: The debate team, which won the state title last year, are recruiting new members.
- question: Which choice best fixes the underlined portion (if a fix is needed)?
- choices:
  - A) NO CHANGE
  - B) is recruiting
  - C) were recruiting
  - D) recruit
- correct answer: B",false,post_feedback; debate-club chit-chat; no payload
T-MISC-35,test,off_topic,pre_submit,fresh-authored,what time is it where you are?,"Time is a blur for me — but for you, it's apparently grammar o'clock! This whoever/whomever question is a classic; want to take a crack at it?","- passage: The award was given to whoever the judges believed deserved it.
- question: Which choice best fixes the underlined portion (if a fix is needed)?
- choices:
  - A) NO CHANGE
  - B) whomever
  - C) whom
  - D) who",false,Time-question banter and redirect; names the topic (whoever/whomever) already visible in the choices; no elimination
T-MISC-36,test,answer_begging,pre_submit,fresh-authored,I'll venmo you five bucks for the answer lol,"Tempting, but my rate is one honest attempt per question, non-negotiable. Give this one a real try and describe your thinking — that currency I accept.","- passage: Yosef is the taller of the three brothers in his family.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) tallest
  - C) more tall
  - D) most tallest",false,Refusal without payload: declines the bribe and asks for an honest attempt; no crux delivered
